Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	Nitrous oxide N2O	Unit	 Compensation	Nitrogen monoxide NO	Unit	 Compensation	Nitrogen dioxide NO2	Unit	 Compensation	Sulfur dioxide SO2	Unit	 Compensation	Ammonia NH3	Unit	 Compensation	Chlorobenzen C6H5Cl	Unit	 Compensation	Carbon dioxide_ppm	Unit	 Compensation	Carbon monoxide_ppm	Unit	 Compensation	 Status
0	2017-03-02	22:21:15		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.64	ppm	wet	479.44	ppm	wet	 14.71	ppm	wet	  3.55	ppm	wet	479.85	ppm	wet	 42.21	ppm	wet	 22.11	ppm	wet	  0.33	ppm	wet	Warning
0	2017-03-02	22:21:36		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.64	ppm	wet	479.86	ppm	wet	 14.07	ppm	wet	  2.71	ppm	wet	467.64	ppm	wet	 39.04	ppm	wet	 20.18	ppm	wet	  0.05	ppm	wet	Warning
0	2017-03-02	22:21:58		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.65	ppm	wet	478.60	ppm	wet	 14.28	ppm	wet	  3.39	ppm	wet	451.80	ppm	wet	 36.22	ppm	wet	 17.87	ppm	wet	  0.51	ppm	wet	Warning
0	2017-03-02	22:22:19		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.72	ppm	wet	477.26	ppm	wet	 12.98	ppm	wet	  2.92	ppm	wet	435.80	ppm	wet	 33.77	ppm	wet	 15.57	ppm	wet	  0.55	ppm	wet	Warning
0	2017-03-02	22:22:40		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.75	ppm	wet	476.16	ppm	wet	 12.42	ppm	wet	  2.56	ppm	wet	422.17	ppm	wet	 31.77	ppm	wet	 13.47	ppm	wet	  0.19	ppm	wet	OK
0	2017-03-02	22:23:01		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.82	ppm	wet	474.71	ppm	wet	 13.04	ppm	wet	  3.55	ppm	wet	406.48	ppm	wet	 30.76	ppm	wet	 11.49	ppm	wet	  0.48	ppm	wet	OK
0	2017-03-02	22:23:22		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.74	ppm	wet	473.21	ppm	wet	 12.42	ppm	wet	  2.78	ppm	wet	391.25	ppm	wet	 30.67	ppm	wet	  9.75	ppm	wet	  0.58	ppm	wet	OK
0	2017-03-02	22:23:43		SN081370_20160606.LIB	  0.07	vol-%	wet	  0.94	ppm	wet	472.39	ppm	wet	 11.24	ppm	wet	  1.50	ppm	wet	377.40	ppm	wet	 30.35	ppm	wet	  8.22	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:24:04		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.86	ppm	wet	469.74	ppm	wet	 11.23	ppm	wet	  1.69	ppm	wet	363.35	ppm	wet	 31.77	ppm	wet	  6.92	ppm	wet	  0.13	ppm	wet	OK
0	2017-03-02	22:24:25		SN081370_20160606.LIB	  0.07	vol-%	wet	  1.05	ppm	wet	467.94	ppm	wet	 11.70	ppm	wet	  0.77	ppm	wet	349.62	ppm	wet	 31.61	ppm	wet	  5.80	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:24:47		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.98	ppm	wet	466.41	ppm	wet	 10.25	ppm	wet	  1.39	ppm	wet	337.14	ppm	wet	 32.10	ppm	wet	  4.75	ppm	wet	  0.59	ppm	wet	OK
0	2017-03-02	22:25:08		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.92	ppm	wet	465.53	ppm	wet	 10.69	ppm	wet	  2.22	ppm	wet	325.18	ppm	wet	 32.76	ppm	wet	  3.80	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:25:29		SN081370_20160606.LIB	  0.06	vol-%	wet	  1.13	ppm	wet	465.88	ppm	wet	 10.27	ppm	wet	  0.34	ppm	wet	315.37	ppm	wet	 32.67	ppm	wet	  3.09	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:25:50		SN081370_20160606.LIB	  0.05	vol-%	wet	  1.08	ppm	wet	466.24	ppm	wet	 10.22	ppm	wet	  0.85	ppm	wet	303.63	ppm	wet	 29.84	ppm	wet	  2.38	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:26:11		SN081370_20160606.LIB	  0.06	vol-%	wet	  1.01	ppm	wet	466.38	ppm	wet	 10.40	ppm	wet	  0.42	ppm	wet	297.94	ppm	wet	 29.71	ppm	wet	  1.90	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:26:32		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.95	ppm	wet	466.21	ppm	wet	  9.97	ppm	wet	  0.92	ppm	wet	294.05	ppm	wet	 29.44	ppm	wet	  1.37	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:26:53		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.97	ppm	wet	467.22	ppm	wet	  9.60	ppm	wet	  0.45	ppm	wet	292.16	ppm	wet	 29.79	ppm	wet	  1.06	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:27:14		SN081370_20160606.LIB	  0.06	vol-%	wet	  1.05	ppm	wet	467.06	ppm	wet	 10.42	ppm	wet	  0.87	ppm	wet	292.18	ppm	wet	 29.69	ppm	wet	  0.75	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:27:35		SN081370_20160606.LIB	  0.05	vol-%	wet	  1.08	ppm	wet	469.05	ppm	wet	 10.24	ppm	wet	  0.34	ppm	wet	295.19	ppm	wet	 29.86	ppm	wet	  0.51	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:27:57		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.91	ppm	wet	469.25	ppm	wet	  9.61	ppm	wet	  0.84	ppm	wet	297.69	ppm	wet	 30.30	ppm	wet	  0.22	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:28:18		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.94	ppm	wet	469.89	ppm	wet	 10.04	ppm	wet	  0.59	ppm	wet	302.45	ppm	wet	 30.96	ppm	wet	  0.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:28:39		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.97	ppm	wet	470.55	ppm	wet	 10.20	ppm	wet	  0.61	ppm	wet	307.36	ppm	wet	 30.76	ppm	wet	 -0.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:29:00		SN081370_20160606.LIB	  0.06	vol-%	wet	  0.94	ppm	wet	472.13	ppm	wet	  9.54	ppm	wet	  0.68	ppm	wet	316.79	ppm	wet	 34.51	ppm	wet	 -0.21	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:29:21		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.80	ppm	wet	473.14	ppm	wet	 10.08	ppm	wet	  1.29	ppm	wet	321.36	ppm	wet	 34.61	ppm	wet	 -0.42	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:29:42		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.90	ppm	wet	473.68	ppm	wet	 10.29	ppm	wet	  1.34	ppm	wet	324.00	ppm	wet	 34.57	ppm	wet	 -0.58	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:30:03		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.84	ppm	wet	474.17	ppm	wet	 10.02	ppm	wet	  2.29	ppm	wet	327.06	ppm	wet	 34.40	ppm	wet	 -0.70	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:30:25		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.85	ppm	wet	474.53	ppm	wet	 10.72	ppm	wet	  2.68	ppm	wet	330.12	ppm	wet	 34.12	ppm	wet	 -0.75	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:30:46		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.92	ppm	wet	476.29	ppm	wet	  9.56	ppm	wet	  2.65	ppm	wet	333.79	ppm	wet	 33.95	ppm	wet	 -0.79	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:31:07		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.95	ppm	wet	475.52	ppm	wet	  9.80	ppm	wet	  2.38	ppm	wet	339.23	ppm	wet	 34.01	ppm	wet	 -0.83	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:31:28		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.97	ppm	wet	476.17	ppm	wet	 10.25	ppm	wet	  1.09	ppm	wet	343.16	ppm	wet	 34.64	ppm	wet	 -0.83	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:31:49		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.91	ppm	wet	476.87	ppm	wet	  9.84	ppm	wet	  2.96	ppm	wet	349.73	ppm	wet	 34.65	ppm	wet	 -0.91	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:32:10		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.87	ppm	wet	477.33	ppm	wet	  9.96	ppm	wet	  1.79	ppm	wet	357.13	ppm	wet	 35.13	ppm	wet	 -0.85	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:32:31		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.81	ppm	wet	477.35	ppm	wet	 10.04	ppm	wet	  1.52	ppm	wet	364.05	ppm	wet	 35.77	ppm	wet	 -0.89	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:32:52		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.67	ppm	wet	479.01	ppm	wet	 10.46	ppm	wet	  2.82	ppm	wet	368.15	ppm	wet	 35.96	ppm	wet	 -1.06	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:33:13		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.86	ppm	wet	478.09	ppm	wet	  9.65	ppm	wet	  1.64	ppm	wet	372.75	ppm	wet	 36.43	ppm	wet	 -1.05	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:33:35		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.80	ppm	wet	478.27	ppm	wet	 10.81	ppm	wet	  2.03	ppm	wet	376.91	ppm	wet	 36.42	ppm	wet	 -1.12	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:33:56		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.93	ppm	wet	479.63	ppm	wet	  9.91	ppm	wet	  2.44	ppm	wet	378.28	ppm	wet	 36.14	ppm	wet	 -1.22	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:34:17		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.89	ppm	wet	478.86	ppm	wet	 10.30	ppm	wet	  3.01	ppm	wet	380.96	ppm	wet	 36.15	ppm	wet	 -1.27	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:34:38		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.93	ppm	wet	478.97	ppm	wet	 10.27	ppm	wet	  2.56	ppm	wet	382.39	ppm	wet	 36.03	ppm	wet	 -1.30	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:34:59		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.94	ppm	wet	479.34	ppm	wet	 10.60	ppm	wet	  3.38	ppm	wet	385.03	ppm	wet	 36.15	ppm	wet	 -1.35	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:35:20		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.90	ppm	wet	478.83	ppm	wet	 10.24	ppm	wet	  2.57	ppm	wet	388.76	ppm	wet	 35.90	ppm	wet	 -1.40	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:35:41		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.90	ppm	wet	478.73	ppm	wet	 10.23	ppm	wet	  2.81	ppm	wet	393.08	ppm	wet	 36.19	ppm	wet	 -1.34	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:36:02		SN081370_20160606.LIB	  0.05	vol-%	wet	  0.75	ppm	wet	479.55	ppm	wet	  9.96	ppm	wet	  2.78	ppm	wet	397.54	ppm	wet	 37.08	ppm	wet	 -1.28	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:36:24		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.76	ppm	wet	479.74	ppm	wet	 10.21	ppm	wet	  5.18	ppm	wet	402.69	ppm	wet	 37.16	ppm	wet	 -1.59	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:36:45		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.68	ppm	wet	480.45	ppm	wet	 10.01	ppm	wet	  3.05	ppm	wet	407.12	ppm	wet	 37.86	ppm	wet	 -1.15	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:37:06		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.82	ppm	wet	481.10	ppm	wet	 10.14	ppm	wet	  2.52	ppm	wet	410.94	ppm	wet	 37.60	ppm	wet	 -1.07	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:37:27		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.87	ppm	wet	480.72	ppm	wet	  9.67	ppm	wet	  3.12	ppm	wet	412.42	ppm	wet	 37.77	ppm	wet	 -1.05	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:37:48		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.81	ppm	wet	480.33	ppm	wet	 10.49	ppm	wet	  3.56	ppm	wet	414.10	ppm	wet	 37.33	ppm	wet	 -1.09	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:38:09		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.66	ppm	wet	480.63	ppm	wet	 10.22	ppm	wet	  3.41	ppm	wet	413.99	ppm	wet	 37.39	ppm	wet	 -1.10	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:38:30		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.83	ppm	wet	482.03	ppm	wet	 10.43	ppm	wet	  3.43	ppm	wet	415.39	ppm	wet	 38.03	ppm	wet	 -1.15	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:38:51		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	480.40	ppm	wet	 10.32	ppm	wet	  2.67	ppm	wet	415.66	ppm	wet	 37.91	ppm	wet	 -1.19	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:39:13		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.87	ppm	wet	481.13	ppm	wet	 10.74	ppm	wet	  2.71	ppm	wet	415.70	ppm	wet	 37.68	ppm	wet	 -1.17	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:39:34		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.70	ppm	wet	480.68	ppm	wet	 10.67	ppm	wet	  3.19	ppm	wet	417.12	ppm	wet	 37.88	ppm	wet	 -1.21	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:39:55		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.70	ppm	wet	481.37	ppm	wet	 10.50	ppm	wet	  1.77	ppm	wet	421.06	ppm	wet	 38.14	ppm	wet	 -1.14	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:40:16		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.65	ppm	wet	481.92	ppm	wet	 10.91	ppm	wet	  3.12	ppm	wet	423.91	ppm	wet	 38.29	ppm	wet	 -1.18	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-02	22:40:37		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.73	ppm	wet	480.77	ppm	wet	 10.63	ppm	wet	  2.19	ppm	wet	427.55	ppm	wet	 38.70	ppm	wet	 -1.15	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:40:58		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.87	ppm	wet	481.99	ppm	wet	 10.20	ppm	wet	  2.81	ppm	wet	430.76	ppm	wet	 38.86	ppm	wet	 -1.18	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:41:19		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	481.97	ppm	wet	 10.57	ppm	wet	  3.28	ppm	wet	433.76	ppm	wet	 38.98	ppm	wet	 -1.17	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:41:40		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.75	ppm	wet	482.58	ppm	wet	 10.59	ppm	wet	  3.97	ppm	wet	435.10	ppm	wet	 39.33	ppm	wet	 -1.23	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:42:01		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.76	ppm	wet	481.81	ppm	wet	 10.40	ppm	wet	  2.48	ppm	wet	435.33	ppm	wet	 39.67	ppm	wet	 -1.25	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:42:23		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.75	ppm	wet	481.94	ppm	wet	 11.04	ppm	wet	  2.42	ppm	wet	435.62	ppm	wet	 39.18	ppm	wet	 -1.32	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:42:44		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.78	ppm	wet	481.41	ppm	wet	 10.03	ppm	wet	  1.98	ppm	wet	433.44	ppm	wet	 38.80	ppm	wet	 -1.33	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:43:05		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.84	ppm	wet	481.41	ppm	wet	 10.17	ppm	wet	  2.53	ppm	wet	434.33	ppm	wet	 38.62	ppm	wet	 -1.40	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:43:26		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.81	ppm	wet	480.47	ppm	wet	 10.05	ppm	wet	  3.21	ppm	wet	434.72	ppm	wet	 38.88	ppm	wet	 -1.46	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:43:47		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.91	ppm	wet	482.14	ppm	wet	 10.60	ppm	wet	  2.25	ppm	wet	436.77	ppm	wet	 38.83	ppm	wet	 -1.44	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:44:08		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.92	ppm	wet	482.86	ppm	wet	 10.09	ppm	wet	  2.60	ppm	wet	436.71	ppm	wet	 39.39	ppm	wet	 -1.41	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:44:29		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	481.56	ppm	wet	 10.34	ppm	wet	  4.27	ppm	wet	441.00	ppm	wet	 39.39	ppm	wet	 -1.46	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:44:51		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.72	ppm	wet	482.22	ppm	wet	 11.03	ppm	wet	  3.82	ppm	wet	445.00	ppm	wet	 39.53	ppm	wet	 -1.47	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:45:12		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.66	ppm	wet	482.45	ppm	wet	 10.38	ppm	wet	  3.30	ppm	wet	446.96	ppm	wet	 40.01	ppm	wet	 -1.53	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:45:33		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.67	ppm	wet	482.38	ppm	wet	 10.01	ppm	wet	  4.53	ppm	wet	449.31	ppm	wet	 40.37	ppm	wet	 -1.55	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:45:54		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.67	ppm	wet	482.97	ppm	wet	 10.14	ppm	wet	  2.92	ppm	wet	450.56	ppm	wet	 40.72	ppm	wet	 -1.56	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:46:15		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.79	ppm	wet	482.93	ppm	wet	 10.37	ppm	wet	  4.14	ppm	wet	450.58	ppm	wet	 40.60	ppm	wet	 -1.64	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:46:36		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.76	ppm	wet	482.51	ppm	wet	 10.42	ppm	wet	  3.74	ppm	wet	449.87	ppm	wet	 40.36	ppm	wet	 -1.61	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:46:57		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.88	ppm	wet	482.61	ppm	wet	 10.58	ppm	wet	  3.86	ppm	wet	447.11	ppm	wet	 40.52	ppm	wet	 -1.68	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:47:18		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.75	ppm	wet	481.84	ppm	wet	 10.31	ppm	wet	  3.99	ppm	wet	447.50	ppm	wet	 39.73	ppm	wet	 -1.68	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:47:39		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.75	ppm	wet	482.60	ppm	wet	 10.23	ppm	wet	  4.19	ppm	wet	447.14	ppm	wet	 39.37	ppm	wet	 -1.73	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:48:01		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.96	ppm	wet	482.60	ppm	wet	 10.32	ppm	wet	  3.23	ppm	wet	446.72	ppm	wet	 40.15	ppm	wet	 -1.73	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:48:22		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.68	ppm	wet	483.01	ppm	wet	 10.76	ppm	wet	  3.68	ppm	wet	449.44	ppm	wet	 40.28	ppm	wet	 -1.75	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:48:43		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.78	ppm	wet	483.31	ppm	wet	 10.16	ppm	wet	  2.72	ppm	wet	452.75	ppm	wet	 40.50	ppm	wet	 -1.71	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:49:04		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.77	ppm	wet	483.27	ppm	wet	 10.23	ppm	wet	  3.86	ppm	wet	454.93	ppm	wet	 40.63	ppm	wet	 -1.74	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:49:25		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.77	ppm	wet	482.99	ppm	wet	 10.44	ppm	wet	  3.58	ppm	wet	456.33	ppm	wet	 40.61	ppm	wet	 -1.68	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:49:46		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.74	ppm	wet	481.38	ppm	wet	 10.53	ppm	wet	  3.96	ppm	wet	457.60	ppm	wet	 40.92	ppm	wet	 -1.71	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:50:07		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.65	ppm	wet	481.87	ppm	wet	 10.67	ppm	wet	  3.48	ppm	wet	457.99	ppm	wet	 40.78	ppm	wet	 -1.73	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:50:28		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	483.38	ppm	wet	 10.85	ppm	wet	  3.32	ppm	wet	456.72	ppm	wet	 40.72	ppm	wet	 -1.67	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:50:50		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.84	ppm	wet	483.34	ppm	wet	 10.91	ppm	wet	  3.02	ppm	wet	456.05	ppm	wet	 40.38	ppm	wet	 -1.66	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:51:11		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.77	ppm	wet	483.33	ppm	wet	 10.90	ppm	wet	  1.73	ppm	wet	454.73	ppm	wet	 40.82	ppm	wet	 -1.72	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:51:32		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.83	ppm	wet	483.57	ppm	wet	 10.42	ppm	wet	  1.75	ppm	wet	453.66	ppm	wet	 40.68	ppm	wet	 -1.68	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:51:53		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.63	ppm	wet	484.12	ppm	wet	 10.27	ppm	wet	  2.29	ppm	wet	452.99	ppm	wet	 40.78	ppm	wet	 -1.75	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:52:14		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.85	ppm	wet	483.65	ppm	wet	 11.12	ppm	wet	  2.67	ppm	wet	453.85	ppm	wet	 40.52	ppm	wet	 -1.72	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:52:35		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.74	ppm	wet	482.91	ppm	wet	 10.85	ppm	wet	  2.23	ppm	wet	454.46	ppm	wet	 40.11	ppm	wet	 -1.67	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:52:56		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.83	ppm	wet	483.38	ppm	wet	  9.85	ppm	wet	  2.04	ppm	wet	456.12	ppm	wet	 40.22	ppm	wet	 -1.61	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:53:17		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.75	ppm	wet	482.63	ppm	wet	 10.71	ppm	wet	  2.98	ppm	wet	459.53	ppm	wet	 40.80	ppm	wet	 -1.72	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:53:39		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.78	ppm	wet	483.36	ppm	wet	 10.77	ppm	wet	  2.91	ppm	wet	461.19	ppm	wet	 41.19	ppm	wet	 -1.58	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:54:00		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.66	ppm	wet	483.48	ppm	wet	 10.70	ppm	wet	  2.35	ppm	wet	462.50	ppm	wet	 41.18	ppm	wet	 -1.58	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:54:21		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.75	ppm	wet	483.70	ppm	wet	 10.70	ppm	wet	  2.05	ppm	wet	461.51	ppm	wet	 41.50	ppm	wet	 -1.61	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:54:42		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	484.14	ppm	wet	 10.51	ppm	wet	  2.96	ppm	wet	461.20	ppm	wet	 41.55	ppm	wet	 -1.66	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:55:03		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.66	ppm	wet	483.80	ppm	wet	 10.11	ppm	wet	  2.50	ppm	wet	460.36	ppm	wet	 41.26	ppm	wet	 -1.72	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-02	22:55:24		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.69	ppm	wet	483.56	ppm	wet	 10.07	ppm	wet	  3.25	ppm	wet	457.76	ppm	wet	 40.96	ppm	wet	 -1.77	ppm	wet	  0.00	ppm	wet	Warning
