Spectrum	Date	Time	H2O% 191C	CO ppm 191C (1of2)	CO% 191C (2of2)	CO2% 191C	Temp (C)	Pressure (Atm)	H2O% 191C resid	CO ppm 191C (1of2) resid	CO% 191C (2of2) resid	CO2% 191C resid	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
N/A	12/19/2016	18:34:10.237	0.028470	9090.433940	1.044109	0.415707	190.194504	1.010184	0.040279	144.314182	0.012775	0.800696	2.104702	7.156561	86.117645	4.901961	-5.058824	1.000000	1126.722168	0.003381	1698.377441	0.738131
N/A	12/19/2016	18:34:29.859	0.035182	9055.516740	1.040982	0.425444	190.215927	1.010134	0.041026	144.323428	0.012768	0.799559	2.101454	7.155048	87.529411	4.823529	-5.058824	1.000000	1126.538086	0.003335	1637.592651	0.737593
N/A	12/19/2016	18:34:49.483	0.032289	9057.451549	1.042475	0.433516	190.242706	1.010134	0.040465	145.450295	0.012797	0.799051	2.101198	7.154819	86.823532	4.901961	-5.058824	1.000000	1126.775757	0.003326	1370.704468	0.737778
N/A	12/19/2016	18:35:09.131	0.037351	9035.423887	1.037754	0.414579	190.258759	1.010201	0.039898	142.945440	0.012449	0.799463	2.101152	7.153940	86.117645	4.901961	-5.058824	1.000000	1126.698364	0.003240	1909.531860	0.737380
N/A	12/19/2016	18:35:28.730	0.039281	9035.529865	1.038873	0.429496	190.274826	1.010235	0.040298	143.648556	0.012678	0.799059	2.100111	7.153757	87.529411	4.784314	-5.058824	1.000000	1126.669312	0.003300	1497.904419	0.737891
N/A	12/19/2016	18:35:48.387	0.032219	9041.446025	1.038216	0.431908	190.301605	1.010134	0.041047	145.155503	0.012662	0.798669	2.099381	7.153112	86.823532	4.823529	-5.058824	1.000000	1126.624390	0.003371	2059.421143	0.737658
N/A	12/19/2016	18:36:08.033	0.028835	9036.644297	1.040656	0.414445	190.274826	1.010100	0.040495	143.597987	0.012821	0.799992	2.101536	7.154312	86.823532	4.823529	-5.058824	1.000000	1126.645630	0.003310	1304.292603	0.738250
N/A	12/19/2016	18:36:27.600	0.031313	9054.010738	1.042191	0.422404	190.264114	1.010117	0.040912	145.386054	0.012725	0.799943	2.103130	7.154041	86.823532	4.901961	-5.058824	1.000000	1126.653442	0.003280	2111.206543	0.738084
N/A	12/19/2016	18:36:47.223	0.041480	9051.257129	1.038698	0.435345	190.274826	1.010117	0.040947	144.385623	0.012470	0.797759	2.100993	7.153376	86.117645	4.901961	-5.058824	1.000000	1126.626831	0.003362	1453.092285	0.738280
N/A	12/19/2016	18:37:06.847	0.031798	9128.819402	1.044963	0.429892	190.237350	1.010134	0.042441	146.712712	0.012825	0.798688	2.105808	7.155169	87.529411	4.823529	-5.058824	1.000000	1126.588989	0.003270	1703.655762	0.738446
N/A	12/19/2016	18:37:26.471	0.037699	9023.073994	1.036918	0.423474	190.167725	1.010201	0.043614	143.321299	0.012570	0.798652	2.098957	7.152523	86.823532	4.784314	-5.058824	1.000000	1126.567871	0.003321	1556.713989	0.737741
N/A	12/19/2016	18:37:46.127	0.031056	9045.102071	1.039432	0.449856	190.199860	1.010201	0.042216	145.128984	0.012664	0.800025	2.101026	7.152708	87.529411	4.823529	-5.098039	1.000000	1126.445435	0.003234	1336.041016	0.737838
N/A	12/19/2016	18:38:05.723	0.026644	9011.094220	1.039353	0.414062	190.173080	1.010167	0.040823	144.193833	0.012722	0.796486	2.094398	7.150518	86.117645	4.901961	-5.098039	1.000000	1126.538086	0.003288	1812.016968	0.737790
N/A	12/19/2016	18:38:25.341	0.037273	9058.380054	1.038199	0.421522	190.167725	1.010151	0.041328	143.989868	0.012720	0.797677	2.100191	7.153067	86.117645	4.901961	-5.098039	1.000000	1126.656982	0.003315	1124.081909	0.737746
N/A	12/19/2016	18:38:44.990	0.032333	9059.962411	1.040225	0.418522	190.189148	1.010117	0.041713	146.020976	0.012690	0.797651	2.100531	7.152493	86.823532	4.862745	-5.098039	1.000000	1126.573120	0.003372	1257.531738	0.737755
N/A	12/19/2016	18:39:04.588	0.035999	9026.618164	1.038743	0.431793	190.221283	1.010218	0.042529	144.525378	0.012581	0.798662	2.094684	7.150196	86.823532	4.862745	-5.098039	1.000000	1126.551147	0.003327	1313.964478	0.737679
N/A	12/19/2016	18:39:24.211	0.035810	9024.077297	1.039729	0.429119	190.237350	1.010134	0.041955	142.592561	0.012819	0.796753	2.096118	7.151144	86.823532	4.784314	-5.098039	1.000000	1126.658569	0.003344	1450.237061	0.737221
N/A	12/19/2016	18:39:43.835	0.035010	9017.235011	1.041360	0.420926	190.210571	1.010167	0.041474	144.485502	0.012888	0.798062	2.097363	7.151739	86.823532	4.823529	-5.098039	1.000000	1126.687134	0.003289	1110.046143	0.738120
N/A	12/19/2016	18:40:03.464	0.035417	9002.411638	1.039885	0.431824	190.242706	1.010151	0.043339	144.847781	0.012842	0.798705	2.098479	7.151594	87.529411	4.784314	-5.098039	1.000000	1126.614868	0.003323	1867.208496	0.737686
N/A	12/19/2016	18:40:23.081	0.036685	9034.549272	1.039440	0.441835	190.242706	1.010151	0.042160	145.357811	0.012789	0.799894	2.099427	7.151836	86.823532	4.823529	-5.098039	1.000000	1126.593506	0.003376	1309.243896	0.737760
N/A	12/19/2016	18:40:42.704	0.033379	9052.387094	1.040324	0.433721	190.274826	1.010134	0.042748	144.111689	0.012842	0.797965	2.097631	7.151859	86.823532	4.823529	-5.058824	1.000000	1126.627319	0.003272	1697.405273	0.737843
N/A	12/19/2016	18:41:02.329	0.025616	9023.806300	1.041231	0.429644	190.231995	1.010201	0.042675	141.977364	0.012871	0.797984	2.099208	7.152403	86.823532	4.823529	-5.098039	1.000000	1126.609009	0.003202	1564.160767	0.737639
N/A	12/19/2016	18:41:21.986	0.033001	9033.249517	1.038940	0.427650	190.231995	1.010083	0.042012	145.102867	0.012659	0.798595	2.099529	7.152851	86.823532	4.823529	-5.098039	1.000000	1126.641235	0.003320	1523.713501	0.738288
N/A	12/19/2016	18:41:41.576	0.042103	9025.686993	1.037818	0.432227	190.215927	1.010167	0.042681	144.077691	0.012592	0.796652	2.101494	7.153034	87.529411	4.745098	-5.098039	1.000000	1126.671997	0.003313	1579.561279	0.738212
N/A	12/19/2016	18:42:01.199	0.033082	9045.477810	1.041121	0.429469	190.205215	1.010134	0.041500	145.026065	0.012955	0.798649	2.097360	7.151728	86.823532	4.862745	-5.098039	1.000000	1126.566895	0.003196	1734.575317	0.737642
N/A	12/19/2016	18:42:20.822	0.039358	9036.206979	1.040543	0.422097	190.178436	1.010134	0.041260	143.775981	0.012712	0.797674	2.096140	7.151119	86.117645	4.862745	-5.098039	1.000000	1126.602295	0.003335	2126.505127	0.737630
N/A	12/19/2016	18:42:40.478	0.045825	9027.768187	1.037577	0.421203	190.215927	1.010151	0.042156	144.832518	0.012752	0.798328	2.097034	7.151773	87.529411	4.823529	-5.098039	1.000000	1126.651123	0.003337	1453.553223	0.737380
N/A	12/19/2016	18:43:00.146	0.038981	9074.356687	1.040331	0.435510	190.162369	1.010184	0.040764	145.374773	0.012740	0.797880	2.104778	7.154673	86.823532	4.862745	-5.098039	1.000000	1126.568848	0.003306	1869.538940	0.738417
N/A	12/19/2016	18:43:19.725	0.034730	9059.444215	1.039349	0.445817	190.167725	1.010066	0.040288	146.575508	0.012629	0.796776	2.098810	7.152903	86.823532	4.823529	-5.098039	1.000000	1126.560181	0.003211	1320.500854	0.738016
N/A	12/19/2016	18:43:39.350	0.036575	9035.317161	1.039402	0.431499	190.205215	1.010134	0.041591	146.892759	0.012834	0.797927	2.100430	7.153475	86.823532	4.823529	-5.098039	1.000000	1126.573120	0.003161	1489.109131	0.738488
N/A	12/19/2016	18:43:58.973	0.036088	9049.612294	1.039833	0.432014	190.258759	1.010167	0.040347	145.796595	0.012729	0.797058	2.100077	7.152861	87.529411	4.823529	-5.098039	1.000000	1126.673584	0.003413	1528.502319	0.738091
N/A	12/19/2016	18:44:18.596	0.041301	9066.762215	1.040259	0.419278	190.269470	1.010184	0.041029	143.354817	0.012724	0.798224	2.098654	7.152390	86.823532	4.823529	-5.098039	1.000000	1126.535889	0.003252	1459.628418	0.737613
N/A	12/19/2016	18:44:38.192	0.033008	9023.945099	1.041005	0.430068	190.248062	1.010151	0.041184	144.130479	0.012758	0.797553	2.097252	7.151691	86.117645	4.862745	-5.058824	1.000000	1126.498169	0.003256	1678.224121	0.737479
N/A	12/19/2016	18:44:57.835	0.029905	8998.031764	1.038141	0.426423	190.221283	1.010218	0.039932	143.978858	0.012844	0.798836	2.098770	7.152870	86.823532	4.823529	-5.098039	1.000000	1126.549072	0.003402	1862.190186	0.737761
N/A	12/19/2016	18:45:17.435	0.034527	9059.865064	1.040518	0.433485	190.264114	1.010235	0.041304	143.625405	0.012882	0.797899	2.102079	7.154861	86.823532	4.784314	-5.058824	1.000000	1126.695557	0.003412	1993.209106	0.738329
N/A	12/19/2016	18:45:37.057	0.029195	9090.561601	1.039384	0.417162	190.231995	1.010252	0.039539	144.121302	0.012730	0.797834	2.102659	7.154919	86.117645	4.901961	-5.058824	1.000000	1126.673340	0.003303	2008.002563	0.737936
N/A	12/19/2016	18:45:56.713	0.032634	9022.408261	1.039624	0.430591	190.194504	1.010286	0.040068	143.908712	0.012876	0.799543	2.101301	7.154711	86.823532	4.823529	-5.098039	1.000000	1126.599976	0.003385	1912.440308	0.738157
N/A	12/19/2016	18:46:16.304	0.042931	9009.435580	1.042162	0.415784	190.210571	1.010184	0.039198	143.591698	0.012681	0.798923	2.098170	7.153652	87.529411	4.745098	-5.098039	1.000000	1126.581055	0.003255	1775.004517	0.738142
N/A	12/19/2016	18:46:35.937	0.028187	9066.604984	1.042239	0.426759	190.237350	1.010218	0.040287	144.568493	0.012852	0.798635	2.099143	7.153885	86.823532	4.901961	-5.058824	1.000000	1126.595825	0.003342	1558.086670	0.737701
N/A	12/19/2016	18:46:55.551	0.037742	9014.163261	1.041071	0.431690	190.264114	1.010151	0.039180	143.503233	0.012769	0.798640	2.098542	7.153641	86.823532	4.901961	-5.058824	1.000000	1126.689209	0.003221	1996.082397	0.737990
N/A	12/19/2016	18:47:15.208	0.032395	9105.636150	1.041503	0.419700	190.210571	1.010218	0.038885	145.449230	0.012648	0.797507	2.103188	7.155636	87.529411	4.823529	-5.098039	1.000000	1126.551392	0.003257	2438.712891	0.738585
N/A	12/19/2016	18:47:34.830	0.034384	9090.682411	1.046973	0.418061	190.253418	1.010201	0.040658	144.941509	0.012907	0.797816	2.106821	7.157064	87.529411	4.823529	-5.098039	1.000000	1126.599854	0.003340	1751.685059	0.738531
N/A	12/19/2016	18:47:54.549	0.035308	9075.747308	1.041588	0.437870	190.226898	1.010250	0.038937	144.230468	0.012776	0.797872	2.102514	7.155144	87.529411	4.823529	-5.058824	1.000000	1126.661621	0.003359	1706.923584	0.737776
N/A	12/19/2016	18:48:14.045	0.032669	9026.208013	1.039725	0.408162	190.243301	1.010308	0.039058	142.709730	0.012706	0.798346	2.099483	7.153215	86.823532	4.784314	-5.058824	1.000000	1126.703003	0.003239	1957.746826	0.737466
N/A	12/19/2016	18:48:33.701	0.037519	9047.847881	1.042626	0.426167	190.253418	1.010235	0.038735	145.688378	0.012749	0.799689	2.102053	7.154984	86.823532	4.823529	-5.058824	1.000000	1126.646484	0.003340	2346.865967	0.738165
N/A	12/19/2016	18:48:53.293	0.031737	9035.641841	1.039806	0.438231	190.226639	1.010235	0.039150	145.770081	0.012757	0.797645	2.099256	7.154036	86.823532	4.862745	-5.058824	1.000000	1126.642944	0.003307	1404.259888	0.737644
N/A	12/19/2016	18:49:12.944	0.039949	9025.734895	1.038486	0.422233	190.257431	1.010266	0.038354	143.330139	0.012882	0.798391	2.098557	7.153610	86.823532	4.823529	-5.058824	1.000000	1126.510620	0.003223	1717.585327	0.737521
N/A	12/19/2016	18:49:32.539	0.035735	9080.718678	1.039297	0.426507	190.269470	1.010235	0.038834	147.070281	0.012600	0.798135	2.101856	7.155060	86.823532	4.784314	-5.058824	1.000000	1126.670532	0.003256	1827.595825	0.737801
N/A	12/19/2016	18:49:52.162	0.043827	9055.025020	1.040428	0.429394	190.220688	1.010272	0.038869	146.398452	0.012650	0.800207	2.099776	7.154343	86.823532	4.862745	-5.058824	1.000000	1126.603394	0.003262	1721.127808	0.737722
N/A	12/19/2016	18:50:11.785	0.033422	9064.620054	1.038853	0.424375	190.264114	1.010218	0.039672	146.398402	0.012708	0.798917	2.100328	7.154346	86.117645	4.901961	-5.058824	1.000000	1126.568481	0.003407	1649.886108	0.737716
N/A	12/19/2016	18:50:31.549	0.040050	8998.786761	1.042057	0.431419	190.293045	1.010266	0.038536	142.540794	0.012610	0.797669	2.099653	7.154072	87.529411	4.784314	-5.058824	1.000000	1126.657227	0.003345	1612.405151	0.738100
N/A	12/19/2016	18:50:51.057	0.044813	9086.283100	1.045707	0.421864	190.274826	1.010252	0.039143	146.174857	0.012763	0.800034	2.104602	7.156235	86.823532	4.784314	-5.058824	1.000000	1126.607544	0.003257	1307.523682	0.738180
N/A	12/19/2016	18:51:11.052	0.037815	9062.244853	1.038249	0.430156	190.296249	1.010252	0.038120	145.948698	0.012572	0.800435	2.101839	7.155149	86.823532	4.823529	-5.058824	1.000000	1126.623657	0.003333	1197.334229	0.738224
N/A	12/19/2016	18:51:30.313	0.039179	9045.171316	1.040271	0.436358	190.203720	1.010290	0.038771	145.264384	0.012675	0.799293	2.100955	7.155067	86.823532	4.823529	-5.058824	1.000000	1126.590210	0.003309	1322.427612	0.737957
N/A	12/19/2016	18:51:49.904	0.046178	9116.094531	1.044916	0.415296	190.264114	1.010269	0.038462	143.713530	0.012937	0.799400	2.105627	7.156389	86.117645	4.901961	-5.058824	1.000000	1126.588745	0.003118	1328.758545	0.737866
N/A	12/19/2016	18:52:09.527	0.037859	9052.147177	1.040295	0.412798	190.210571	1.010218	0.038310	144.457071	0.012600	0.799006	2.099944	7.154543	86.823532	4.784314	-5.058824	1.000000	1126.637207	0.003393	1763.210815	0.738123
N/A	12/19/2016	18:52:29.158	0.037545	9045.802670	1.036772	0.439513	190.162369	1.010354	0.038151	144.639562	0.012723	0.800031	2.094936	7.153008	86.823532	4.823529	-5.058824	1.000000	1126.610596	0.003306	1792.849365	0.737737
N/A	12/19/2016	18:52:48.774	0.043223	9067.907325	1.040924	0.428715	190.199860	1.010303	0.038831	144.453183	0.012678	0.800648	2.102013	7.156210	86.823532	4.862745	-5.058824	1.000000	1126.616943	0.003321	1855.244019	0.737986
N/A	12/19/2016	18:53:08.396	0.040168	9158.209310	1.047476	0.407389	190.183792	1.010252	0.038630	144.173964	0.012982	0.800476	2.106850	7.157864	86.117645	4.901961	-5.058824	1.000000	1126.557495	0.003317	1865.687378	0.738697
N/A	12/19/2016	18:53:28.048	0.033126	9047.058827	1.038245	0.415991	190.231995	1.010286	0.036894	145.628463	0.012734	0.798051	2.100529	7.155834	86.823532	4.784314	-5.058824	1.000000	1126.622437	0.003289	1850.795532	0.737891
N/A	12/19/2016	18:53:47.643	0.055577	9088.303022	1.044054	0.431351	190.274826	1.010252	0.038850	144.346337	0.012790	0.802180	2.108095	7.158808	86.117645	4.901961	-5.058824	1.000000	1126.650635	0.003321	1815.513550	0.738477
N/A	12/19/2016	18:54:07.300	0.040011	9065.025814	1.038676	0.416171	190.226639	1.010235	0.037408	146.270756	0.012740	0.800438	2.101134	7.155642	86.823532	4.823529	-5.058824	1.000000	1126.629028	0.003321	1540.167969	0.737516
N/A	12/19/2016	18:54:26.920	0.052171	9040.986909	1.039724	0.432533	190.253418	1.010252	0.038034	144.732791	0.012650	0.800727	2.102027	7.156210	86.823532	4.823529	-5.058824	1.000000	1126.706909	0.003335	1462.266357	0.738268
N/A	12/19/2016	18:54:46.519	0.038241	9091.970067	1.050117	0.418096	190.269470	1.010269	0.038230	144.378803	0.013063	0.800106	2.105789	7.157850	86.823532	4.823529	-5.058824	1.000000	1126.607422	0.003260	1304.070557	0.738081
N/A	12/19/2016	18:55:06.164	0.039823	9097.845442	1.043623	0.413881	190.242706	1.010320	0.038163	145.462764	0.012922	0.798461	2.103495	7.157267	86.823532	4.823529	-5.058824	1.000000	1126.634644	0.003283	1616.322266	0.737911
N/A	12/19/2016	18:55:25.807	0.043430	9103.620035	1.045325	0.422592	190.257431	1.010218	0.039208	144.869226	0.012828	0.799907	2.104043	7.157175	86.823532	4.823529	-5.058824	1.000000	1126.643433	0.003330	1476.427734	0.738503
N/A	12/19/2016	18:55:45.413	0.034543	9050.198808	1.040907	0.431503	190.237640	1.010236	0.037684	144.702611	0.012588	0.799304	2.098696	7.155590	86.823532	4.862745	-5.058824	1.000000	1126.673584	0.003311	1545.216675	0.738249
N/A	12/19/2016	18:56:05.008	0.032137	9134.926780	1.046200	0.422091	190.253418	1.010235	0.037601	144.539497	0.013024	0.800332	2.106580	7.158424	86.823532	4.862745	-5.058824	1.000000	1126.488159	0.003408	1434.590698	0.738539
N/A	12/19/2016	18:56:24.639	0.043695	9057.670440	1.043371	0.413094	190.290894	1.010252	0.038355	145.379831	0.012792	0.800378	2.105025	7.157881	86.823532	4.901961	-5.058824	1.000000	1126.550049	0.003310	1314.404297	0.738384
N/A	12/19/2016	18:56:44.279	0.041955	9050.318964	1.043543	0.430941	190.308304	1.010250	0.037014	144.413731	0.012811	0.800743	2.102003	7.156088	86.823532	4.862745	-5.058824	1.000000	1126.636719	0.003379	1772.194824	0.738004
N/A	12/19/2016	18:57:03.905	0.038970	9050.121242	1.037894	0.435878	190.205215	1.010201	0.036977	145.742699	0.012689	0.798356	2.100851	7.156303	86.117645	4.901961	-5.058824	1.000000	1126.623413	0.003307	1584.532104	0.738125
N/A	12/19/2016	18:57:23.573	0.047260	9061.777193	1.036383	0.424251	190.205215	1.010252	0.038037	144.728016	0.012482	0.798925	2.099829	7.156176	86.823532	4.862745	-5.058824	1.000000	1126.628784	0.003197	1748.115723	0.737682
N/A	12/19/2016	18:57:43.151	0.047214	9085.137521	1.041481	0.419535	190.173080	1.010269	0.037273	143.902634	0.012671	0.800913	2.103020	7.157768	86.823532	4.784314	-5.058824	1.000000	1126.679077	0.003306	1899.354492	0.737605
N/A	12/19/2016	18:58:02.774	0.048676	9112.525908	1.045004	0.421417	190.189148	1.010252	0.038926	143.340405	0.013000	0.799821	2.105373	7.158670	86.823532	4.901961	-5.058824	1.000000	1126.698120	0.003308	1535.692017	0.738541
N/A	12/19/2016	18:58:22.443	0.039348	9125.005835	1.046333	0.420047	190.248062	1.010252	0.037131	144.907832	0.013004	0.799146	2.106272	7.158796	87.529411	4.862745	-5.058824	1.000000	1126.654541	0.003331	1804.460937	0.738198
N/A	12/19/2016	18:58:42.044	0.042850	9060.075302	1.036707	0.425458	190.210571	1.010252	0.037387	146.620326	0.012669	0.799679	2.101378	7.156841	86.117645	4.901961	-5.058824	1.000000	1126.676636	0.003285	1595.783203	0.738167
N/A	12/19/2016	18:59:01.645	0.043081	9096.535076	1.046501	0.420682	190.194504	1.010320	0.038507	146.067161	0.013021	0.800043	2.105493	7.158634	86.117645	4.901961	-5.058824	1.000000	1126.604248	0.003267	1845.463013	0.738571
N/A	12/19/2016	18:59:21.357	0.038248	9114.822399	1.048786	0.411647	190.258759	1.010218	0.037870	141.384421	0.013054	0.802224	2.107535	7.159189	86.117645	4.901961	-5.058824	1.000000	1126.560669	0.003266	1327.614258	0.738619
N/A	12/19/2016	18:59:41.254	0.045742	9054.743395	1.039501	0.432293	190.248947	1.010236	0.037519	144.738722	0.012782	0.800205	2.100472	7.155993	86.823532	4.823529	-5.058824	1.000000	1126.658081	0.003303	1522.155029	0.737509
N/A	12/19/2016	19:00:00.552	0.040754	9062.116201	1.040543	0.424877	190.257431	1.010186	0.037931	145.845050	0.012637	0.798924	2.100419	7.156065	87.529411	4.823529	-5.058824	1.000000	1126.611084	0.003244	1553.837646	0.738198
N/A	12/19/2016	19:00:20.139	0.035134	9031.768210	1.039221	0.425727	190.237350	1.010286	0.036578	145.065823	0.012715	0.799314	2.100077	7.155615	86.823532	4.823529	-5.058824	1.000000	1126.646606	0.003287	1285.852539	0.736893
N/A	12/19/2016	19:00:39.807	0.039550	9096.156344	1.043269	0.422723	190.226334	1.010308	0.037913	146.335835	0.012812	0.800768	2.103648	7.157520	87.529411	4.823529	-5.058824	1.000000	1126.483276	0.003250	1826.359253	0.737823
N/A	12/19/2016	19:00:59.386	0.037429	9103.470353	1.047210	0.420667	190.248062	1.010252	0.037702	144.034678	0.013117	0.799481	2.106494	7.158531	87.529411	4.784314	-5.058824	1.000000	1126.623047	0.003258	1632.422485	0.738457
N/A	12/19/2016	19:01:19.009	0.037201	9087.250848	1.040320	0.423186	190.173080	1.010269	0.037045	145.342221	0.012579	0.800755	2.102478	7.156908	87.529411	4.823529	-5.058824	1.000000	1126.622925	0.003227	1491.146484	0.737841
N/A	12/19/2016	19:01:38.632	0.034475	9029.636324	1.037784	0.425504	190.221283	1.010303	0.037518	144.675903	0.012730	0.800478	2.101728	7.157200	86.823532	4.901961	-5.058824	1.000000	1126.552246	0.003328	1544.038330	0.738022
N/A	12/19/2016	19:01:58.256	0.034068	9037.997761	1.039076	0.426937	190.215927	1.010303	0.037128	144.351136	0.012654	0.799392	2.100316	7.156019	87.529411	4.784314	-5.058824	1.000000	1126.603516	0.003310	1899.772095	0.737481
N/A	12/19/2016	19:02:17.925	0.046939	9052.088672	1.039073	0.437360	190.201462	1.010315	0.037885	145.319964	0.012532	0.801576	2.101375	7.156956	87.529411	4.862745	-5.058824	1.000000	1126.587769	0.003334	1333.756958	0.737983
N/A	12/19/2016	19:02:37.504	0.038950	9071.996545	1.043746	0.412154	190.175461	1.010290	0.038214	145.955501	0.012849	0.799883	2.104168	7.158087	87.529411	4.784314	-5.058824	1.000000	1126.718994	0.003274	1621.167725	0.738098
N/A	12/19/2016	19:02:57.127	0.040924	9037.451991	1.039339	0.434789	190.146301	1.010303	0.038171	144.224692	0.012876	0.799654	2.098284	7.155859	86.823532	4.823529	-5.058824	1.000000	1126.538452	0.003267	1918.427368	0.737194
N/A	12/19/2016	19:03:16.795	0.037872	9046.550999	1.042405	0.408394	190.186203	1.010266	0.038919	143.935851	0.013039	0.799519	2.097244	7.155437	87.529411	4.823529	-5.058824	1.000000	1126.604736	0.003263	1515.163696	0.737472
N/A	12/19/2016	19:03:36.735	0.036229	9098.758056	1.041600	0.423841	190.220688	1.010308	0.038077	145.429290	0.012821	0.800221	2.102932	7.157452	86.117645	4.941176	-5.058824	1.000000	1126.521484	0.003278	1533.168823	0.738115
N/A	12/19/2016	19:03:55.998	0.050690	9068.647450	1.043089	0.428967	190.267609	1.010363	0.037658	143.093750	0.012828	0.802964	2.102268	7.156092	86.117645	4.901961	-5.019608	1.000000	1126.753296	0.003421	1548.886108	0.737750
N/A	12/19/2016	19:04:15.621	0.032468	9020.826677	1.039807	0.423850	190.237350	1.010303	0.039325	146.241489	0.012712	0.798782	2.098291	7.154694	86.823532	4.823529	-5.058824	1.000000	1126.687866	0.003229	1783.628174	0.737340
N/A	12/19/2016	19:04:35.333	0.028694	9045.642528	1.043744	0.431852	190.274826	1.010303	0.038235	144.725885	0.012822	0.800903	2.097851	7.154371	86.823532	4.901961	-5.058824	1.000000	1126.633179	0.003365	1940.499878	0.737606
N/A	12/19/2016	19:04:54.869	0.046122	9046.007776	1.041010	0.427673	190.215927	1.010252	0.038593	145.454967	0.012681	0.798246	2.101130	7.155479	87.529411	4.823529	-5.058824	1.000000	1126.566040	0.003338	2194.840576	0.738140
N/A	12/19/2016	19:05:14.492	0.036748	9038.968509	1.041263	0.429842	190.215927	1.010320	0.038846	144.517542	0.012827	0.798939	2.097745	7.154295	86.117645	4.901961	-5.019608	1.000000	1126.696167	0.003371	2120.788330	0.737831
N/A	12/19/2016	19:05:34.116	0.037268	9040.430327	1.038399	0.423884	190.221283	1.010303	0.039017	145.548630	0.012581	0.800017	2.097468	7.153721	86.823532	4.901961	-5.019608	1.000000	1126.645020	0.003307	1183.354980	0.737254
N/A	12/19/2016	19:05:53.739	0.032784	9035.141013	1.039710	0.417934	190.248062	1.010286	0.039795	143.758460	0.012782	0.799087	2.099591	7.154930	86.823532	4.823529	-5.058824	1.000000	1126.642334	0.003247	1645.761108	0.737782
N/A	12/19/2016	19:06:13.362	0.033572	9009.940053	1.039417	0.425071	190.205215	1.010286	0.040805	145.101421	0.012951	0.799525	2.097158	7.153965	86.823532	4.901961	-5.019608	1.000000	1126.588989	0.003252	1647.134033	0.737778
N/A	12/19/2016	19:06:32.986	0.036227	9072.038551	1.042826	0.424894	190.167725	1.010201	0.040168	143.437782	0.012671	0.800295	2.101182	7.155138	86.117645	4.941176	-5.019608	1.000000	1126.551392	0.003268	1831.609863	0.738085
N/A	12/19/2016	19:06:52.654	0.040371	9045.463308	1.039385	0.424106	190.192413	1.010308	0.040241	143.429624	0.012571	0.800066	2.098713	7.154020	86.823532	4.862745	-5.058824	1.000000	1126.617310	0.003315	2880.177246	0.737899
N/A	12/19/2016	19:07:12.232	0.040179	9015.527689	1.038996	0.427761	190.231995	1.010186	0.039657	142.999998	0.012844	0.798732	2.098202	7.153637	86.823532	4.901961	-5.019608	1.000000	1126.554443	0.003272	2521.890869	0.737753
N/A	12/19/2016	19:07:31.857	0.035956	9049.702299	1.040914	0.428174	190.237350	1.010184	0.041036	145.460005	0.012642	0.798251	2.097894	7.153332	86.117645	4.901961	-5.019608	1.000000	1126.566406	0.003306	1891.928467	0.737913
N/A	12/19/2016	19:07:51.480	0.034853	9071.749260	1.040766	0.444047	190.205215	1.010252	0.039953	143.464477	0.012815	0.799676	2.098275	7.153217	86.823532	4.941176	-5.019608	1.000000	1126.499512	0.003166	1184.888184	0.737826
N/A	12/19/2016	19:08:11.103	0.037916	9040.172940	1.039645	0.422824	190.194504	1.010269	0.041778	145.856509	0.012866	0.796859	2.097297	7.152512	86.823532	4.862745	-5.019608	1.000000	1126.521729	0.003308	1292.307495	0.737554
N/A	12/19/2016	19:08:30.726	0.027195	9064.536812	1.041623	0.434264	190.210571	1.010201	0.041475	144.512952	0.012749	0.802067	2.100525	7.153639	86.117645	4.941176	-5.019608	1.000000	1126.602661	0.003287	1207.603027	0.738759
N/A	12/19/2016	19:08:50.394	0.046394	9025.418329	1.042700	0.429465	190.237640	1.010200	0.041104	143.900731	0.012894	0.801065	2.096772	7.152500	87.529411	4.823529	-5.019608	1.000000	1126.628296	0.003339	1419.762695	0.737846
N/A	12/19/2016	19:09:10.325	0.044108	9101.698093	1.048146	0.413939	190.231995	1.010234	0.040228	144.016655	0.013076	0.799868	2.105652	7.156044	86.823532	4.862745	-5.019608	1.000000	1126.631348	0.003274	1436.789307	0.738792
N/A	12/19/2016	19:09:29.596	-0.470212	5324.795691	1.522405	1.142660	190.226639	1.010252	2.438387	428.526760	0.087820	1.899897	2.099783	7.153978	86.823532	4.823529	-5.019608	1.000000	1126.549683	0.002330	10.437414	0.828651
N/A	12/19/2016	19:09:49.572	0.038600	9046.884728	1.043132	0.421908	190.242706	1.010269	0.040839	145.295577	0.012863	0.801556	2.097674	7.153370	86.117645	4.941176	-5.019608	1.000000	1126.704956	0.003320	10.327542	0.738329
N/A	12/19/2016	19:10:08.843	0.040321	9001.283071	1.040962	0.440485	190.269470	1.010235	0.040204	144.857426	0.012908	0.799730	2.098635	7.152981	86.117645	4.941176	-5.019608	1.000000	1126.598267	0.003374	1448.770020	0.737501
N/A	12/19/2016	19:10:28.460	0.039174	9021.857066	1.040528	0.428505	190.269470	1.010286	0.040084	143.203684	0.012791	0.799791	2.097143	7.151976	86.823532	4.823529	-5.019608	1.000000	1126.727417	0.003340	2051.914307	0.737625
